year,category,winner,entity
1934,OUTSTANDING PRODUCTION,False,The House of Rothschild
1934,OUTSTANDING PRODUCTION,False,Imitation of Life
1934,OUTSTANDING PRODUCTION,True,It Happened One Night
1934,OUTSTANDING PRODUCTION,False,One Night of Love
1934,OUTSTANDING PRODUCTION,False,The Thin Man
1934,OUTSTANDING PRODUCTION,False,Viva Villa!
1934,OUTSTANDING PRODUCTION,False,The White Parade
1935,OUTSTANDING PRODUCTION,False,Alice Adams
1935,OUTSTANDING PRODUCTION,False,Broadway Melody of 1936
1935,OUTSTANDING PRODUCTION,False,Captain Blood
1935,OUTSTANDING PRODUCTION,False,David Copperfield
1935,OUTSTANDING PRODUCTION,False,The Informer
1935,OUTSTANDING PRODUCTION,False,Les Miserables
1935,OUTSTANDING PRODUCTION,False,The Lives of a Bengal Lancer
1935,OUTSTANDING PRODUCTION,False,A Midsummer Night's Dream
1935,OUTSTANDING PRODUCTION,True,Mutiny on the Bounty
1935,OUTSTANDING PRODUCTION,False,Naughty Marietta
1935,OUTSTANDING PRODUCTION,False,Ruggles of Red Gap
1935,OUTSTANDING PRODUCTION,False,Top Hat
1936,OUTSTANDING PRODUCTION,False,Anthony Adverse
1936,OUTSTANDING PRODUCTION,False,Dodsworth
1936,OUTSTANDING PRODUCTION,True,The Great Ziegfeld
1936,OUTSTANDING PRODUCTION,False,Libeled Lady
1936,OUTSTANDING PRODUCTION,False,Mr. Deeds Goes to Town
1936,OUTSTANDING PRODUCTION,False,Romeo and Juliet
1936,OUTSTANDING PRODUCTION,False,San Francisco
1936,OUTSTANDING PRODUCTION,False,The Story of Louis Pasteur
1936,OUTSTANDING PRODUCTION,False,A Tale of Two Cities
1936,OUTSTANDING PRODUCTION,False,Three Smart Girls
1937,OUTSTANDING PRODUCTION,False,The Awful Truth
1937,OUTSTANDING PRODUCTION,False,Captains Courageous
1937,OUTSTANDING PRODUCTION,False,Dead End
1937,OUTSTANDING PRODUCTION,False,The Good Earth
1937,OUTSTANDING PRODUCTION,False,In Old Chicago
1937,OUTSTANDING PRODUCTION,True,The Life of Emile Zola
1937,OUTSTANDING PRODUCTION,False,Lost Horizon
1937,OUTSTANDING PRODUCTION,False,One Hundred Men and a Girl
1937,OUTSTANDING PRODUCTION,False,Stage Door
1937,OUTSTANDING PRODUCTION,False,A Star Is Born
1938,OUTSTANDING PRODUCTION,False,The Adventures of Robin Hood
1938,OUTSTANDING PRODUCTION,False,Alexander's Ragtime Band
1938,OUTSTANDING PRODUCTION,False,Boys Town
1938,OUTSTANDING PRODUCTION,False,The Citadel
1938,OUTSTANDING PRODUCTION,False,Four Daughters
1938,OUTSTANDING PRODUCTION,False,Grand Illusion
1938,OUTSTANDING PRODUCTION,False,Jezebel
1938,OUTSTANDING PRODUCTION,False,Pygmalion
1938,OUTSTANDING PRODUCTION,False,Test Pilot
1938,OUTSTANDING PRODUCTION,True,You Can't Take It with You
1939,OUTSTANDING PRODUCTION,False,Dark Victory
1939,OUTSTANDING PRODUCTION,True,Gone with the Wind
1939,OUTSTANDING PRODUCTION,False,"Goodbye, Mr. Chips"
1939,OUTSTANDING PRODUCTION,False,Love Affair
1939,OUTSTANDING PRODUCTION,False,Mr. Smith Goes to Washington
1939,OUTSTANDING PRODUCTION,False,Ninotchka
1939,OUTSTANDING PRODUCTION,False,Of Mice and Men
1939,OUTSTANDING PRODUCTION,False,Stagecoach
1939,OUTSTANDING PRODUCTION,False,The Wizard of Oz
1939,OUTSTANDING PRODUCTION,False,Wuthering Heights
1940,OUTSTANDING PRODUCTION,False,"All This, and Heaven Too"
1940,OUTSTANDING PRODUCTION,False,Foreign Correspondent
1940,OUTSTANDING PRODUCTION,False,The Grapes of Wrath
1940,OUTSTANDING PRODUCTION,False,The Great Dictator
1940,OUTSTANDING PRODUCTION,False,Kitty Foyle
1940,OUTSTANDING PRODUCTION,False,The Letter
1940,OUTSTANDING PRODUCTION,False,The Long Voyage Home
1940,OUTSTANDING PRODUCTION,False,Our Town
1940,OUTSTANDING PRODUCTION,False,The Philadelphia Story
1940,OUTSTANDING PRODUCTION,True,Rebecca
1941,OUTSTANDING MOTION PICTURE,False,Blossoms in the Dust
1941,OUTSTANDING MOTION PICTURE,False,Citizen Kane
1941,OUTSTANDING MOTION PICTURE,False,Here Comes Mr. Jordan
1941,OUTSTANDING MOTION PICTURE,False,Hold Back the Dawn
1941,OUTSTANDING MOTION PICTURE,True,How Green Was My Valley
1941,OUTSTANDING MOTION PICTURE,False,The Little Foxes
1941,OUTSTANDING MOTION PICTURE,False,The Maltese Falcon
1941,OUTSTANDING MOTION PICTURE,False,One Foot in Heaven
1941,OUTSTANDING MOTION PICTURE,False,Sergeant York
1941,OUTSTANDING MOTION PICTURE,False,Suspicion
1942,OUTSTANDING MOTION PICTURE,False,The Invaders
1942,OUTSTANDING MOTION PICTURE,False,Kings Row
1942,OUTSTANDING MOTION PICTURE,False,The Magnificent Ambersons
1942,OUTSTANDING MOTION PICTURE,True,Mrs. Miniver
1942,OUTSTANDING MOTION PICTURE,False,The Pied Piper
1942,OUTSTANDING MOTION PICTURE,False,The Pride of the Yankees
1942,OUTSTANDING MOTION PICTURE,False,Random Harvest
1942,OUTSTANDING MOTION PICTURE,False,The Talk of the Town
1942,OUTSTANDING MOTION PICTURE,False,Wake Island
1942,OUTSTANDING MOTION PICTURE,False,Yankee Doodle Dandy
1943,OUTSTANDING MOTION PICTURE,True,Casablanca
1943,OUTSTANDING MOTION PICTURE,False,For Whom the Bell Tolls
1943,OUTSTANDING MOTION PICTURE,False,Heaven Can Wait
1943,OUTSTANDING MOTION PICTURE,False,The Human Comedy
1943,OUTSTANDING MOTION PICTURE,False,In Which We Serve
1943,OUTSTANDING MOTION PICTURE,False,Madame Curie
1943,OUTSTANDING MOTION PICTURE,False,The More the Merrier
1943,OUTSTANDING MOTION PICTURE,False,The Ox-Bow Incident
1943,OUTSTANDING MOTION PICTURE,False,The Song of Bernadette
1943,OUTSTANDING MOTION PICTURE,False,Watch on the Rhine
1944,BEST MOTION PICTURE,False,Double Indemnity
1944,BEST MOTION PICTURE,False,Gaslight
1944,BEST MOTION PICTURE,True,Going My Way
1944,BEST MOTION PICTURE,False,Since You Went Away
1944,BEST MOTION PICTURE,False,Wilson
1945,BEST MOTION PICTURE,False,Anchors Aweigh
1945,BEST MOTION PICTURE,False,The Bells of St. Mary's
1945,BEST MOTION PICTURE,True,The Lost Weekend
1945,BEST MOTION PICTURE,False,Mildred Pierce
1945,BEST MOTION PICTURE,False,Spellbound
1946,BEST MOTION PICTURE,True,The Best Years of Our Lives
1946,BEST MOTION PICTURE,False,Henry V
1946,BEST MOTION PICTURE,False,It's a Wonderful Life
1946,BEST MOTION PICTURE,False,The Razor's Edge
1946,BEST MOTION PICTURE,False,The Yearling
1947,BEST MOTION PICTURE,False,The Bishop's Wife
1947,BEST MOTION PICTURE,False,Crossfire
1947,BEST MOTION PICTURE,True,Gentleman's Agreement
1947,BEST MOTION PICTURE,False,Great Expectations
1947,BEST MOTION PICTURE,False,Miracle on 34th Street
1948,BEST MOTION PICTURE,True,Hamlet
1948,BEST MOTION PICTURE,False,Johnny Belinda
1948,BEST MOTION PICTURE,False,The Red Shoes
1948,BEST MOTION PICTURE,False,The Snake Pit
1948,BEST MOTION PICTURE,False,The Treasure of the Sierra Madre
1949,BEST MOTION PICTURE,True,All the King's Men
1949,BEST MOTION PICTURE,False,Battleground
1949,BEST MOTION PICTURE,False,The Heiress
1949,BEST MOTION PICTURE,False,A Letter to Three Wives
1949,BEST MOTION PICTURE,False,Twelve O'Clock High
1950,BEST MOTION PICTURE,True,All about Eve
1950,BEST MOTION PICTURE,False,Born Yesterday
1950,BEST MOTION PICTURE,False,Father of the Bride
1950,BEST MOTION PICTURE,False,King Solomon's Mines
1950,BEST MOTION PICTURE,False,Sunset Blvd.
1951,BEST MOTION PICTURE,True,An American in Paris
1951,BEST MOTION PICTURE,False,Decision before Dawn
1951,BEST MOTION PICTURE,False,A Place in the Sun
1951,BEST MOTION PICTURE,False,Quo Vadis
1951,BEST MOTION PICTURE,False,A Streetcar Named Desire
1952,BEST MOTION PICTURE,True,The Greatest Show on Earth
1952,BEST MOTION PICTURE,False,High Noon
1952,BEST MOTION PICTURE,False,Ivanhoe
1952,BEST MOTION PICTURE,False,Moulin Rouge
1952,BEST MOTION PICTURE,False,The Quiet Man
1953,BEST MOTION PICTURE,True,From Here to Eternity
1953,BEST MOTION PICTURE,False,Julius Caesar
1953,BEST MOTION PICTURE,False,The Robe
1953,BEST MOTION PICTURE,False,Roman Holiday
1953,BEST MOTION PICTURE,False,Shane
1954,BEST MOTION PICTURE,False,The Caine Mutiny
1954,BEST MOTION PICTURE,False,The Country Girl
1954,BEST MOTION PICTURE,True,On the Waterfront
1954,BEST MOTION PICTURE,False,Seven Brides for Seven Brothers
1954,BEST MOTION PICTURE,False,Three Coins in the Fountain
1955,BEST MOTION PICTURE,False,Love Is a Many-Splendored Thing
1955,BEST MOTION PICTURE,True,Marty
1955,BEST MOTION PICTURE,False,Mister Roberts
1955,BEST MOTION PICTURE,False,Picnic
1955,BEST MOTION PICTURE,False,The Rose Tattoo
1956,BEST MOTION PICTURE,True,Around the World in 80 Days
1956,BEST MOTION PICTURE,False,Friendly Persuasion
1956,BEST MOTION PICTURE,False,Giant
1956,BEST MOTION PICTURE,False,The King and I
1956,BEST MOTION PICTURE,False,The Ten Commandments
1957,BEST MOTION PICTURE,True,The Bridge on the River Kwai
1957,BEST MOTION PICTURE,False,Peyton Place
1957,BEST MOTION PICTURE,False,Sayonara
1957,BEST MOTION PICTURE,False,12 Angry Men
1957,BEST MOTION PICTURE,False,Witness for the Prosecution
1958,BEST MOTION PICTURE,False,Auntie Mame
1958,BEST MOTION PICTURE,False,Cat on a Hot Tin Roof
1958,BEST MOTION PICTURE,False,The Defiant Ones
1958,BEST MOTION PICTURE,True,Gigi
1958,BEST MOTION PICTURE,False,Separate Tables
1959,BEST MOTION PICTURE,False,Anatomy of a Murder
1959,BEST MOTION PICTURE,True,Ben-Hur
1959,BEST MOTION PICTURE,False,The Diary of Anne Frank
1959,BEST MOTION PICTURE,False,The Nun's Story
1959,BEST MOTION PICTURE,False,Room at the Top
1960,BEST MOTION PICTURE,False,The Alamo
1960,BEST MOTION PICTURE,True,The Apartment
1960,BEST MOTION PICTURE,False,Elmer Gantry
1960,BEST MOTION PICTURE,False,Sons and Lovers
1960,BEST MOTION PICTURE,False,The Sundowners
1961,BEST MOTION PICTURE,False,Fanny
1961,BEST MOTION PICTURE,False,The Guns of Navarone
1961,BEST MOTION PICTURE,False,The Hustler
1961,BEST MOTION PICTURE,False,Judgment at Nuremberg
1961,BEST MOTION PICTURE,True,West Side Story
1962,BEST PICTURE,True,Lawrence of Arabia
1962,BEST PICTURE,False,The Longest Day
1962,BEST PICTURE,False,Meredith Willson's The Music Man
1962,BEST PICTURE,False,Mutiny on the Bounty
1962,BEST PICTURE,False,To Kill a Mockingbird
1963,BEST PICTURE,False,America America
1963,BEST PICTURE,False,Cleopatra
1963,BEST PICTURE,False,How the West Was Won
1963,BEST PICTURE,False,Lilies of the Field
1963,BEST PICTURE,True,Tom Jones
1964,BEST PICTURE,False,Becket
1964,BEST PICTURE,False,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
1964,BEST PICTURE,False,Mary Poppins
1964,BEST PICTURE,True,My Fair Lady
1964,BEST PICTURE,False,Zorba the Greek
1965,BEST PICTURE,False,Darling
1965,BEST PICTURE,False,Doctor Zhivago
1965,BEST PICTURE,False,Ship of Fools
1965,BEST PICTURE,True,The Sound of Music
1965,BEST PICTURE,False,A Thousand Clowns
1966,BEST PICTURE,False,Alfie
1966,BEST PICTURE,True,A Man for All Seasons
1966,BEST PICTURE,False,The Russians Are Coming The Russians Are Coming
1966,BEST PICTURE,False,The Sand Pebbles
1966,BEST PICTURE,False,Who's Afraid of Virginia Woolf?
1967,BEST PICTURE,False,Bonnie and Clyde
1967,BEST PICTURE,False,Doctor Dolittle
1967,BEST PICTURE,False,The Graduate
1967,BEST PICTURE,False,Guess Who's Coming to Dinner
1967,BEST PICTURE,True,In the Heat of the Night
1968,BEST PICTURE,False,Funny Girl
1968,BEST PICTURE,False,The Lion in Winter
1968,BEST PICTURE,True,Oliver!
1968,BEST PICTURE,False,"Rachel, Rachel"
1968,BEST PICTURE,False,Romeo and Juliet
1969,BEST PICTURE,False,Anne of the Thousand Days
1969,BEST PICTURE,False,Butch Cassidy and the Sundance Kid
1969,BEST PICTURE,False,"Hello, Dolly!"
1969,BEST PICTURE,True,Midnight Cowboy
1969,BEST PICTURE,False,Z
1970,BEST PICTURE,False,Airport
1970,BEST PICTURE,False,Five Easy Pieces
1970,BEST PICTURE,False,Love Story
1970,BEST PICTURE,False,M*A*S*H
1970,BEST PICTURE,True,Patton
1971,BEST PICTURE,False,A Clockwork Orange
1971,BEST PICTURE,False,Fiddler on the Roof
1971,BEST PICTURE,True,The French Connection
1971,BEST PICTURE,False,The Last Picture Show
1971,BEST PICTURE,False,Nicholas and Alexandra
1972,BEST PICTURE,False,Cabaret
1972,BEST PICTURE,False,Deliverance
1972,BEST PICTURE,False,The Emigrants
1972,BEST PICTURE,True,The Godfather
1972,BEST PICTURE,False,Sounder
1973,BEST PICTURE,False,American Graffiti
1973,BEST PICTURE,False,Cries and Whispers
1973,BEST PICTURE,False,The Exorcist
1973,BEST PICTURE,True,The Sting
1973,BEST PICTURE,False,A Touch of Class
1974,BEST PICTURE,False,Chinatown
1974,BEST PICTURE,False,The Conversation
1974,BEST PICTURE,True,The Godfather Part II
1974,BEST PICTURE,False,Lenny
1974,BEST PICTURE,False,The Towering Inferno
1975,BEST PICTURE,False,Barry Lyndon
1975,BEST PICTURE,False,Dog Day Afternoon
1975,BEST PICTURE,False,Jaws
1975,BEST PICTURE,False,Nashville
1975,BEST PICTURE,True,One Flew over the Cuckoo's Nest
1976,BEST PICTURE,False,All the President's Men
1976,BEST PICTURE,False,Bound for Glory
1976,BEST PICTURE,False,Network
1976,BEST PICTURE,True,Rocky
1976,BEST PICTURE,False,Taxi Driver
1977,BEST PICTURE,True,Annie Hall
1977,BEST PICTURE,False,The Goodbye Girl
1977,BEST PICTURE,False,Julia
1977,BEST PICTURE,False,Star Wars
1977,BEST PICTURE,False,The Turning Point
1978,BEST PICTURE,False,Coming Home
1978,BEST PICTURE,True,The Deer Hunter
1978,BEST PICTURE,False,Heaven Can Wait
1978,BEST PICTURE,False,Midnight Express
1978,BEST PICTURE,False,An Unmarried Woman
1979,BEST PICTURE,False,All That Jazz
1979,BEST PICTURE,False,Apocalypse Now
1979,BEST PICTURE,False,Breaking Away
1979,BEST PICTURE,True,Kramer vs. Kramer
1979,BEST PICTURE,False,Norma Rae
1980,BEST PICTURE,False,Coal Miner's Daughter
1980,BEST PICTURE,False,The Elephant Man
1980,BEST PICTURE,True,Ordinary People
1980,BEST PICTURE,False,Raging Bull
1980,BEST PICTURE,False,Tess
1981,BEST PICTURE,False,Atlantic City
1981,BEST PICTURE,True,Chariots of Fire
1981,BEST PICTURE,False,On Golden Pond
1981,BEST PICTURE,False,Raiders of the Lost Ark
1981,BEST PICTURE,False,Reds
1982,BEST PICTURE,False,E.T. The Extra-Terrestrial
1982,BEST PICTURE,True,Gandhi
1982,BEST PICTURE,False,Missing
1982,BEST PICTURE,False,Tootsie
1982,BEST PICTURE,False,The Verdict
1983,BEST PICTURE,False,The Big Chill
1983,BEST PICTURE,False,The Dresser
1983,BEST PICTURE,False,The Right Stuff
1983,BEST PICTURE,False,Tender Mercies
1983,BEST PICTURE,True,Terms of Endearment
1984,BEST PICTURE,True,Amadeus
1984,BEST PICTURE,False,The Killing Fields
1984,BEST PICTURE,False,A Passage to India
1984,BEST PICTURE,False,Places in the Heart
1984,BEST PICTURE,False,A Soldier's Story
1985,BEST PICTURE,False,The Color Purple
1985,BEST PICTURE,False,Kiss of the Spider Woman
1985,BEST PICTURE,True,Out of Africa
1985,BEST PICTURE,False,Prizzi's Honor
1985,BEST PICTURE,False,Witness
1986,BEST PICTURE,False,Children of a Lesser God
1986,BEST PICTURE,False,Hannah and Her Sisters
1986,BEST PICTURE,False,The Mission
1986,BEST PICTURE,True,Platoon
1986,BEST PICTURE,False,A Room with a View
1987,BEST PICTURE,False,Broadcast News
1987,BEST PICTURE,False,Fatal Attraction
1987,BEST PICTURE,False,Hope and Glory
1987,BEST PICTURE,True,The Last Emperor
1987,BEST PICTURE,False,Moonstruck
1988,BEST PICTURE,False,The Accidental Tourist
1988,BEST PICTURE,False,Dangerous Liaisons
1988,BEST PICTURE,False,Mississippi Burning
1988,BEST PICTURE,True,Rain Man
1988,BEST PICTURE,False,Working Girl
1989,BEST PICTURE,False,Born on the Fourth of July
1989,BEST PICTURE,False,Dead Poets Society
1989,BEST PICTURE,True,Driving Miss Daisy
1989,BEST PICTURE,False,Field of Dreams
1989,BEST PICTURE,False,My Left Foot
1990,BEST PICTURE,False,Awakenings
1990,BEST PICTURE,True,Dances With Wolves
1990,BEST PICTURE,False,Ghost
1990,BEST PICTURE,False,"The Godfather, Part III"
1990,BEST PICTURE,False,Good Fellas
1991,BEST PICTURE,False,Beauty and the Beast
1991,BEST PICTURE,False,Bugsy
1991,BEST PICTURE,False,JFK
1991,BEST PICTURE,False,The Prince of Tides
1991,BEST PICTURE,True,The Silence of the Lambs
1992,BEST PICTURE,False,The Crying Game
1992,BEST PICTURE,False,A Few Good Men
1992,BEST PICTURE,False,Howards End
1992,BEST PICTURE,False,Scent of a Woman
1992,BEST PICTURE,True,Unforgiven
1993,BEST PICTURE,False,The Fugitive
1993,BEST PICTURE,False,In the Name of the Father
1993,BEST PICTURE,False,The Piano
1993,BEST PICTURE,False,The Remains of the Day
1993,BEST PICTURE,True,Schindler's List
1994,BEST PICTURE,True,Forrest Gump
1994,BEST PICTURE,False,Four Weddings and a Funeral
1994,BEST PICTURE,False,Pulp Fiction
1994,BEST PICTURE,False,Quiz Show
1994,BEST PICTURE,False,The Shawshank Redemption
1995,BEST PICTURE,False,Apollo 13
1995,BEST PICTURE,False,Babe
1995,BEST PICTURE,True,Braveheart
1995,BEST PICTURE,False,The Postman (Il Postino)
1995,BEST PICTURE,False,Sense and Sensibility
1996,BEST PICTURE,True,The English Patient
1996,BEST PICTURE,False,Fargo
1996,BEST PICTURE,False,Jerry Maguire
1996,BEST PICTURE,False,Secrets & Lies
1996,BEST PICTURE,False,Shine
1997,BEST PICTURE,False,As Good as It Gets
1997,BEST PICTURE,False,The Full Monty
1997,BEST PICTURE,False,Good Will Hunting
1997,BEST PICTURE,False,L.A. Confidential
1997,BEST PICTURE,True,Titanic
1998,BEST PICTURE,False,Elizabeth
1998,BEST PICTURE,False,Life Is Beautiful
1998,BEST PICTURE,False,Saving Private Ryan
1998,BEST PICTURE,True,Shakespeare in Love
1998,BEST PICTURE,False,The Thin Red Line
1999,BEST PICTURE,True,American Beauty
1999,BEST PICTURE,False,The Cider House Rules
1999,BEST PICTURE,False,The Green Mile
1999,BEST PICTURE,False,The Insider
1999,BEST PICTURE,False,The Sixth Sense
2000,BEST PICTURE,False,Chocolat
2000,BEST PICTURE,False,"Crouching Tiger, Hidden Dragon"
2000,BEST PICTURE,False,Erin Brockovich
2000,BEST PICTURE,True,Gladiator
2000,BEST PICTURE,False,Traffic
2001,BEST PICTURE,True,A Beautiful Mind
2001,BEST PICTURE,False,Gosford Park
2001,BEST PICTURE,False,In the Bedroom
2001,BEST PICTURE,False,The Lord of the Rings: The Fellowship of the Ring
2001,BEST PICTURE,False,Moulin Rouge
2002,BEST PICTURE,True,Chicago
2002,BEST PICTURE,False,Gangs of New York
2002,BEST PICTURE,False,The Hours
2002,BEST PICTURE,False,The Lord of the Rings: The Two Towers
2002,BEST PICTURE,False,The Pianist
2003,BEST PICTURE,True,The Lord of the Rings: The Return of the King
2003,BEST PICTURE,False,Lost in Translation
2003,BEST PICTURE,False,Master and Commander: The Far Side of the World
2003,BEST PICTURE,False,Mystic River
2003,BEST PICTURE,False,Seabiscuit
2004,BEST PICTURE,False,The Aviator
2004,BEST PICTURE,False,Finding Neverland
2004,BEST PICTURE,True,Million Dollar Baby
2004,BEST PICTURE,False,Ray
2004,BEST PICTURE,False,Sideways
2005,BEST PICTURE,False,Brokeback Mountain
2005,BEST PICTURE,False,Capote
2005,BEST PICTURE,True,Crash
2005,BEST PICTURE,False,"Good Night, and Good Luck."
2005,BEST PICTURE,False,Munich
2006,BEST PICTURE,False,Babel
2006,BEST PICTURE,True,The Departed
2006,BEST PICTURE,False,Letters from Iwo Jima
2006,BEST PICTURE,False,Little Miss Sunshine
2006,BEST PICTURE,False,The Queen
2007,BEST PICTURE,False,Atonement
2007,BEST PICTURE,False,Juno
2007,BEST PICTURE,False,Michael Clayton
2007,BEST PICTURE,True,No Country for Old Men
2007,BEST PICTURE,False,There Will Be Blood
2008,BEST PICTURE,False,The Curious Case of Benjamin Button
2008,BEST PICTURE,False,Frost/Nixon
2008,BEST PICTURE,False,Milk
2008,BEST PICTURE,False,The Reader
2008,BEST PICTURE,True,Slumdog Millionaire
2009,BEST PICTURE,False,Avatar
2009,BEST PICTURE,False,The Blind Side
2009,BEST PICTURE,False,District 9
2009,BEST PICTURE,False,An Education
2009,BEST PICTURE,True,The Hurt Locker
2009,BEST PICTURE,False,Inglourious Basterds
2009,BEST PICTURE,False,Precious: Based on the Novel 'Push' by Sapphire
2009,BEST PICTURE,False,A Serious Man
2009,BEST PICTURE,False,Up
2009,BEST PICTURE,False,Up in the Air
2010,BEST PICTURE,False,Black Swan
2010,BEST PICTURE,False,The Fighter
2010,BEST PICTURE,False,Inception
2010,BEST PICTURE,False,The Kids Are All Right
2010,BEST PICTURE,True,The King's Speech
2010,BEST PICTURE,False,127 Hours
2010,BEST PICTURE,False,The Social Network
2010,BEST PICTURE,False,Toy Story 3
2010,BEST PICTURE,False,True Grit
2010,BEST PICTURE,False,Winter's Bone
2011,BEST PICTURE,True,The Artist
2011,BEST PICTURE,False,The Descendants
2011,BEST PICTURE,False,Extremely Loud & Incredibly Close
2011,BEST PICTURE,False,The Help
2011,BEST PICTURE,False,Hugo
2011,BEST PICTURE,False,Midnight in Paris
2011,BEST PICTURE,False,Moneyball
2011,BEST PICTURE,False,The Tree of Life
2011,BEST PICTURE,False,War Horse
2012,BEST PICTURE,False,Amour
2012,BEST PICTURE,True,Argo
2012,BEST PICTURE,False,Beasts of the Southern Wild
2012,BEST PICTURE,False,Django Unchained
2012,BEST PICTURE,False,Les Misérables
2012,BEST PICTURE,False,Life of Pi
2012,BEST PICTURE,False,Lincoln
2012,BEST PICTURE,False,Silver Linings Playbook
2012,BEST PICTURE,False,Zero Dark Thirty
2013,BEST PICTURE,False,American Hustle
2013,BEST PICTURE,False,Captain Phillips
2013,BEST PICTURE,False,Dallas Buyers Club
2013,BEST PICTURE,False,Gravity
2013,BEST PICTURE,False,Her
2013,BEST PICTURE,False,Nebraska
2013,BEST PICTURE,False,Philomena
2013,BEST PICTURE,True,12 Years a Slave
2013,BEST PICTURE,False,The Wolf of Wall Street
2014,BEST PICTURE,False,American Sniper
2014,BEST PICTURE,True,Birdman or (The Unexpected Virtue of Ignorance)
2014,BEST PICTURE,False,Boyhood
2014,BEST PICTURE,False,The Grand Budapest Hotel
2014,BEST PICTURE,False,The Imitation Game
2014,BEST PICTURE,False,Selma
2014,BEST PICTURE,False,The Theory of Everything
2014,BEST PICTURE,False,Whiplash
2015,BEST PICTURE,False,The Big Short
2015,BEST PICTURE,False,Bridge of Spies
2015,BEST PICTURE,False,Brooklyn
2015,BEST PICTURE,False,Mad Max: Fury Road
2015,BEST PICTURE,False,The Martian
2015,BEST PICTURE,False,The Revenant
2015,BEST PICTURE,False,Room
2015,BEST PICTURE,True,Spotlight
2016,BEST PICTURE,False,Arrival
2016,BEST PICTURE,False,Fences
2016,BEST PICTURE,False,Hacksaw Ridge
2016,BEST PICTURE,False,Hell or High Water
2016,BEST PICTURE,False,Hidden Figures
2016,BEST PICTURE,False,La La Land
2016,BEST PICTURE,False,Lion
2016,BEST PICTURE,False,Manchester by the Sea
2016,BEST PICTURE,True,Moonlight
2017,BEST PICTURE,False,Call Me by Your Name
2017,BEST PICTURE,False,Darkest Hour
2017,BEST PICTURE,False,Dunkirk
2017,BEST PICTURE,False,Get Out
2017,BEST PICTURE,False,Lady Bird
2017,BEST PICTURE,False,Phantom Thread
2017,BEST PICTURE,False,The Post
2017,BEST PICTURE,True,The Shape of Water
2017,BEST PICTURE,False,"Three Billboards Outside Ebbing, Missouri"
