year,category,winner,entity
1938,ACTOR IN A SUPPORTING ROLE,False,Gene Lockhart
1938,ACTOR IN A SUPPORTING ROLE,False,Robert Morley
1938,ACTOR IN A SUPPORTING ROLE,False,Basil Rathbone
1938,ACTRESS,False,Fay Bainter
1938,ACTRESS,True,Bette Davis
1938,ACTRESS,False,Wendy Hiller
1938,ACTRESS,False,Norma Shearer
1938,ACTRESS,False,Margaret Sullavan
1938,ACTRESS IN A SUPPORTING ROLE,True,Fay Bainter
1938,ACTRESS IN A SUPPORTING ROLE,False,Beulah Bondi
1938,ACTRESS IN A SUPPORTING ROLE,False,Billie Burke
1938,ACTRESS IN A SUPPORTING ROLE,False,Spring Byington
1938,ACTRESS IN A SUPPORTING ROLE,False,Miliza Korjus
1939,ACTOR,True,Robert Donat
1939,ACTOR,False,Clark Gable
1939,ACTOR,False,Laurence Olivier
1939,ACTOR,False,Mickey Rooney
1939,ACTOR,False,James Stewart
1939,ACTOR IN A SUPPORTING ROLE,False,Brian Aherne
1939,ACTOR IN A SUPPORTING ROLE,False,Harry Carey
1939,ACTOR IN A SUPPORTING ROLE,False,Brian Donlevy
1939,ACTOR IN A SUPPORTING ROLE,True,Thomas Mitchell
1939,ACTOR IN A SUPPORTING ROLE,False,Claude Rains
1939,ACTRESS,False,Bette Davis
1939,ACTRESS,False,Irene Dunne
1939,ACTRESS,False,Greta Garbo
1939,ACTRESS,False,Greer Garson
1939,ACTRESS,True,Vivien Leigh
1939,ACTRESS IN A SUPPORTING ROLE,False,Olivia de Havilland
1939,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Fitzgerald
1939,ACTRESS IN A SUPPORTING ROLE,True,Hattie McDaniel
1939,ACTRESS IN A SUPPORTING ROLE,False,Edna May Oliver
1939,ACTRESS IN A SUPPORTING ROLE,False,Maria Ouspenskaya
1940,ACTOR,False,Charles Chaplin
1940,ACTOR,False,Henry Fonda
1940,ACTOR,False,Raymond Massey
1940,ACTOR,False,Laurence Olivier
1940,ACTOR,True,James Stewart
1940,ACTOR IN A SUPPORTING ROLE,False,Albert Basserman
1940,ACTOR IN A SUPPORTING ROLE,True,Walter Brennan
1940,ACTOR IN A SUPPORTING ROLE,False,William Gargan
1940,ACTOR IN A SUPPORTING ROLE,False,Jack Oakie
1940,ACTOR IN A SUPPORTING ROLE,False,James Stephenson
1940,ACTRESS,False,Bette Davis
1940,ACTRESS,False,Joan Fontaine
1940,ACTRESS,False,Katharine Hepburn
1940,ACTRESS,True,Ginger Rogers
1940,ACTRESS,False,Martha Scott
1940,ACTRESS IN A SUPPORTING ROLE,False,Judith Anderson
1940,ACTRESS IN A SUPPORTING ROLE,True,Jane Darwell
1940,ACTRESS IN A SUPPORTING ROLE,False,Ruth Hussey
1940,ACTRESS IN A SUPPORTING ROLE,False,Barbara O'Neil
1940,ACTRESS IN A SUPPORTING ROLE,False,Marjorie Rambeau
1941,ACTOR,True,Gary Cooper
1941,ACTOR,False,Cary Grant
1941,ACTOR,False,Walter Huston
1941,ACTOR,False,Robert Montgomery
1941,ACTOR,False,Orson Welles
1941,ACTOR IN A SUPPORTING ROLE,False,Walter Brennan
1941,ACTOR IN A SUPPORTING ROLE,False,Charles Coburn
1941,ACTOR IN A SUPPORTING ROLE,True,Donald Crisp
1941,ACTOR IN A SUPPORTING ROLE,False,James Gleason
1941,ACTOR IN A SUPPORTING ROLE,False,Sydney Greenstreet
1941,ACTRESS,False,Bette Davis
1941,ACTRESS,False,Olivia de Havilland
1941,ACTRESS,True,Joan Fontaine
1941,ACTRESS,False,Greer Garson
1941,ACTRESS,False,Barbara Stanwyck
1941,ACTRESS IN A SUPPORTING ROLE,False,Sara Allgood
1941,ACTRESS IN A SUPPORTING ROLE,True,Mary Astor
1941,ACTRESS IN A SUPPORTING ROLE,False,Patricia Collinge
1941,ACTRESS IN A SUPPORTING ROLE,False,Teresa Wright
1941,ACTRESS IN A SUPPORTING ROLE,False,Margaret Wycherly
1942,ACTOR,True,James Cagney
1942,ACTOR,False,Ronald Colman
1942,ACTOR,False,Gary Cooper
1942,ACTOR,False,Walter Pidgeon
1942,ACTOR,False,Monty Woolley
1942,ACTOR IN A SUPPORTING ROLE,False,William Bendix
1942,ACTOR IN A SUPPORTING ROLE,True,Van Heflin
1942,ACTOR IN A SUPPORTING ROLE,False,Walter Huston
1942,ACTOR IN A SUPPORTING ROLE,False,Frank Morgan
1942,ACTOR IN A SUPPORTING ROLE,False,Henry Travers
1942,ACTRESS,False,Bette Davis
1942,ACTRESS,True,Greer Garson
1942,ACTRESS,False,Katharine Hepburn
1942,ACTRESS,False,Rosalind Russell
1942,ACTRESS,False,Teresa Wright
1942,ACTRESS IN A SUPPORTING ROLE,False,Gladys Cooper
1942,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead
1942,ACTRESS IN A SUPPORTING ROLE,False,Susan Peters
1942,ACTRESS IN A SUPPORTING ROLE,False,Dame May Whitty
1942,ACTRESS IN A SUPPORTING ROLE,True,Teresa Wright
1943,ACTOR,False,Humphrey Bogart
1943,ACTOR,False,Gary Cooper
1943,ACTOR,True,Paul Lukas
1943,ACTOR,False,Walter Pidgeon
1943,ACTOR,False,Mickey Rooney
1943,ACTOR IN A SUPPORTING ROLE,False,Charles Bickford
1943,ACTOR IN A SUPPORTING ROLE,True,Charles Coburn
1943,ACTOR IN A SUPPORTING ROLE,False,J. Carrol Naish
1943,ACTOR IN A SUPPORTING ROLE,False,Claude Rains
1943,ACTOR IN A SUPPORTING ROLE,False,Akim Tamiroff
1943,ACTRESS,False,Jean Arthur
1943,ACTRESS,False,Ingrid Bergman
1943,ACTRESS,False,Joan Fontaine
1943,ACTRESS,False,Greer Garson
1943,ACTRESS,True,Jennifer Jones
1943,ACTRESS IN A SUPPORTING ROLE,False,Gladys Cooper
1943,ACTRESS IN A SUPPORTING ROLE,False,Paulette Goddard
1943,ACTRESS IN A SUPPORTING ROLE,True,Katina Paxinou
1943,ACTRESS IN A SUPPORTING ROLE,False,Anne Revere
1943,ACTRESS IN A SUPPORTING ROLE,False,Lucile Watson
1944,ACTOR,False,Charles Boyer
1944,ACTOR,True,Bing Crosby
1944,ACTOR,False,Barry Fitzgerald
1944,ACTOR,False,Cary Grant
1944,ACTOR,False,Alexander Knox
1944,ACTOR IN A SUPPORTING ROLE,False,Hume Cronyn
1944,ACTOR IN A SUPPORTING ROLE,True,Barry Fitzgerald
1944,ACTOR IN A SUPPORTING ROLE,False,Claude Rains
1944,ACTOR IN A SUPPORTING ROLE,False,Clifton Webb
1944,ACTOR IN A SUPPORTING ROLE,False,Monty Woolley
1944,ACTRESS,True,Ingrid Bergman
1944,ACTRESS,False,Claudette Colbert
1944,ACTRESS,False,Bette Davis
1944,ACTRESS,False,Greer Garson
1944,ACTRESS,False,Barbara Stanwyck
1944,ACTRESS IN A SUPPORTING ROLE,True,Ethel Barrymore
1944,ACTRESS IN A SUPPORTING ROLE,False,Jennifer Jones
1944,ACTRESS IN A SUPPORTING ROLE,False,Angela Lansbury
1944,ACTRESS IN A SUPPORTING ROLE,False,Aline MacMahon
1944,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead
1945,ACTOR,False,Bing Crosby
1945,ACTOR,False,Gene Kelly
1945,ACTOR,True,Ray Milland
1945,ACTOR,False,Gregory Peck
1945,ACTOR,False,Cornel Wilde
1945,ACTOR IN A SUPPORTING ROLE,False,Michael Chekhov
1945,ACTOR IN A SUPPORTING ROLE,False,John Dall
1945,ACTOR IN A SUPPORTING ROLE,True,James Dunn
1945,ACTOR IN A SUPPORTING ROLE,False,Robert Mitchum
1945,ACTOR IN A SUPPORTING ROLE,False,J. Carrol Naish
1945,ACTRESS,False,Ingrid Bergman
1945,ACTRESS,True,Joan Crawford
1945,ACTRESS,False,Greer Garson
1945,ACTRESS,False,Jennifer Jones
1945,ACTRESS,False,Gene Tierney
1945,ACTRESS IN A SUPPORTING ROLE,False,Eve Arden
1945,ACTRESS IN A SUPPORTING ROLE,False,Ann Blyth
1945,ACTRESS IN A SUPPORTING ROLE,False,Angela Lansbury
1945,ACTRESS IN A SUPPORTING ROLE,False,Joan Lorring
1945,ACTRESS IN A SUPPORTING ROLE,True,Anne Revere
1946,ACTOR,True,Fredric March
1946,ACTOR,False,Laurence Olivier
1946,ACTOR,False,Larry Parks
1946,ACTOR,False,Gregory Peck
1946,ACTOR,False,James Stewart
1946,ACTOR IN A SUPPORTING ROLE,False,Charles Coburn
1946,ACTOR IN A SUPPORTING ROLE,False,William Demarest
1946,ACTOR IN A SUPPORTING ROLE,False,Claude Rains
1946,ACTOR IN A SUPPORTING ROLE,True,Harold Russell
1946,ACTOR IN A SUPPORTING ROLE,False,Clifton Webb
1946,ACTRESS,True,Olivia de Havilland
1946,ACTRESS,False,Celia Johnson
1946,ACTRESS,False,Jennifer Jones
1946,ACTRESS,False,Rosalind Russell
1946,ACTRESS,False,Jane Wyman
1946,ACTRESS IN A SUPPORTING ROLE,False,Ethel Barrymore
1946,ACTRESS IN A SUPPORTING ROLE,True,Anne Baxter
1946,ACTRESS IN A SUPPORTING ROLE,False,Lillian Gish
1946,ACTRESS IN A SUPPORTING ROLE,False,Flora Robson
1946,ACTRESS IN A SUPPORTING ROLE,False,Gale Sondergaard
1947,ACTOR,True,Ronald Colman
1947,ACTOR,False,John Garfield
1947,ACTOR,False,Gregory Peck
1947,ACTOR,False,William Powell
1947,ACTOR,False,Michael Redgrave
1947,ACTOR IN A SUPPORTING ROLE,False,Charles Bickford
1947,ACTOR IN A SUPPORTING ROLE,False,Thomas Gomez
1947,ACTOR IN A SUPPORTING ROLE,True,Edmund Gwenn
1947,ACTOR IN A SUPPORTING ROLE,False,Robert Ryan
1947,ACTOR IN A SUPPORTING ROLE,False,Richard Widmark
1947,ACTRESS,False,Joan Crawford
1947,ACTRESS,False,Susan Hayward
1947,ACTRESS,False,Dorothy McGuire
1947,ACTRESS,False,Rosalind Russell
1947,ACTRESS,True,Loretta Young
1947,ACTRESS IN A SUPPORTING ROLE,False,Ethel Barrymore
1947,ACTRESS IN A SUPPORTING ROLE,False,Gloria Grahame
1947,ACTRESS IN A SUPPORTING ROLE,True,Celeste Holm
1947,ACTRESS IN A SUPPORTING ROLE,False,Marjorie Main
1947,ACTRESS IN A SUPPORTING ROLE,False,Anne Revere
1948,ACTOR,False,Lew Ayres
1948,ACTOR,False,Montgomery Clift
1948,ACTOR,False,Dan Dailey
1948,ACTOR,True,Laurence Olivier
1948,ACTOR,False,Clifton Webb
1948,ACTOR IN A SUPPORTING ROLE,False,Charles Bickford
1948,ACTOR IN A SUPPORTING ROLE,False,José Ferrer
1948,ACTOR IN A SUPPORTING ROLE,False,Oscar Homolka
1948,ACTOR IN A SUPPORTING ROLE,True,Walter Huston
1948,ACTOR IN A SUPPORTING ROLE,False,Cecil Kellaway
1948,ACTRESS,False,Ingrid Bergman
1948,ACTRESS,False,Olivia de Havilland
1948,ACTRESS,False,Irene Dunne
1948,ACTRESS,False,Barbara Stanwyck
1948,ACTRESS,True,Jane Wyman
1948,ACTRESS IN A SUPPORTING ROLE,False,Barbara Bel Geddes
1948,ACTRESS IN A SUPPORTING ROLE,False,Ellen Corby
1948,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead
1948,ACTRESS IN A SUPPORTING ROLE,False,Jean Simmons
1948,ACTRESS IN A SUPPORTING ROLE,True,Claire Trevor
1949,ACTOR,True,Broderick Crawford
1949,ACTOR,False,Kirk Douglas
1949,ACTOR,False,Gregory Peck
1949,ACTOR,False,Richard Todd
1949,ACTOR,False,John Wayne
1949,ACTOR IN A SUPPORTING ROLE,False,John Ireland
1949,ACTOR IN A SUPPORTING ROLE,True,Dean Jagger
1949,ACTOR IN A SUPPORTING ROLE,False,Arthur Kennedy
1949,ACTOR IN A SUPPORTING ROLE,False,Ralph Richardson
1949,ACTOR IN A SUPPORTING ROLE,False,James Whitmore
1949,ACTRESS,False,Jeanne Crain
1949,ACTRESS,True,Olivia de Havilland
1949,ACTRESS,False,Susan Hayward
1949,ACTRESS,False,Deborah Kerr
1949,ACTRESS,False,Loretta Young
1949,ACTRESS IN A SUPPORTING ROLE,False,Ethel Barrymore
1949,ACTRESS IN A SUPPORTING ROLE,False,Celeste Holm
1949,ACTRESS IN A SUPPORTING ROLE,False,Elsa Lanchester
1949,ACTRESS IN A SUPPORTING ROLE,True,Mercedes McCambridge
1949,ACTRESS IN A SUPPORTING ROLE,False,Ethel Waters
1950,ACTOR,False,Louis Calhern
1950,ACTOR,True,José Ferrer
1950,ACTOR,False,William Holden
1950,ACTOR,False,James Stewart
1950,ACTOR,False,Spencer Tracy
1950,ACTOR IN A SUPPORTING ROLE,False,Jeff Chandler
1950,ACTOR IN A SUPPORTING ROLE,False,Edmund Gwenn
1950,ACTOR IN A SUPPORTING ROLE,False,Sam Jaffe
1950,ACTOR IN A SUPPORTING ROLE,True,George Sanders
1950,ACTOR IN A SUPPORTING ROLE,False,Erich von Stroheim
1950,ACTRESS,False,Anne Baxter
1950,ACTRESS,False,Bette Davis
1950,ACTRESS,True,Judy Holliday
1950,ACTRESS,False,Eleanor Parker
1950,ACTRESS,False,Gloria Swanson
1950,ACTRESS IN A SUPPORTING ROLE,False,Hope Emerson
1950,ACTRESS IN A SUPPORTING ROLE,False,Celeste Holm
1950,ACTRESS IN A SUPPORTING ROLE,True,Josephine Hull
1950,ACTRESS IN A SUPPORTING ROLE,False,Nancy Olson
1950,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter
1951,ACTOR,True,Humphrey Bogart
1951,ACTOR,False,Marlon Brando
1951,ACTOR,False,Montgomery Clift
1951,ACTOR,False,Arthur Kennedy
1951,ACTOR,False,Fredric March
1951,ACTOR IN A SUPPORTING ROLE,False,Leo Genn
1951,ACTOR IN A SUPPORTING ROLE,False,Kevin McCarthy
1951,ACTOR IN A SUPPORTING ROLE,True,Karl Malden
1951,ACTOR IN A SUPPORTING ROLE,False,Peter Ustinov
1951,ACTOR IN A SUPPORTING ROLE,False,Gig Young
1951,ACTRESS,False,Katharine Hepburn
1951,ACTRESS,True,Vivien Leigh
1951,ACTRESS,False,Eleanor Parker
1951,ACTRESS,False,Shelley Winters
1951,ACTRESS,False,Jane Wyman
1951,ACTRESS IN A SUPPORTING ROLE,False,Joan Blondell
1951,ACTRESS IN A SUPPORTING ROLE,False,Mildred Dunnock
1951,ACTRESS IN A SUPPORTING ROLE,False,Lee Grant
1951,ACTRESS IN A SUPPORTING ROLE,True,Kim Hunter
1951,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter
1952,ACTOR,False,Marlon Brando
1952,ACTOR,True,Gary Cooper
1952,ACTOR,False,Kirk Douglas
1952,ACTOR,False,José Ferrer
1952,ACTOR,False,Alec Guinness
1952,ACTOR IN A SUPPORTING ROLE,False,Richard Burton
1952,ACTOR IN A SUPPORTING ROLE,False,Arthur Hunnicutt
1952,ACTOR IN A SUPPORTING ROLE,False,Victor McLaglen
1952,ACTOR IN A SUPPORTING ROLE,False,Jack Palance
1952,ACTOR IN A SUPPORTING ROLE,True,Anthony Quinn
1952,ACTRESS,True,Shirley Booth
1952,ACTRESS,False,Joan Crawford
1952,ACTRESS,False,Bette Davis
1952,ACTRESS,False,Julie Harris
1952,ACTRESS,False,Susan Hayward
1952,ACTRESS IN A SUPPORTING ROLE,True,Gloria Grahame
1952,ACTRESS IN A SUPPORTING ROLE,False,Jean Hagen
1952,ACTRESS IN A SUPPORTING ROLE,False,Colette Marchand
1952,ACTRESS IN A SUPPORTING ROLE,False,Terry Moore
1952,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter
1953,ACTOR,False,Marlon Brando
1953,ACTOR,False,Richard Burton
1953,ACTOR,False,Montgomery Clift
1953,ACTOR,True,William Holden
1953,ACTOR,False,Burt Lancaster
1953,ACTOR IN A SUPPORTING ROLE,False,Eddie Albert
1953,ACTOR IN A SUPPORTING ROLE,False,Brandon De Wilde
1953,ACTOR IN A SUPPORTING ROLE,False,Jack Palance
1953,ACTOR IN A SUPPORTING ROLE,True,Frank Sinatra
1953,ACTOR IN A SUPPORTING ROLE,False,Robert Strauss
1953,ACTRESS,False,Leslie Caron
1953,ACTRESS,False,Ava Gardner
1953,ACTRESS,True,Audrey Hepburn
1953,ACTRESS,False,Deborah Kerr
1953,ACTRESS,False,Maggie McNamara
1953,ACTRESS IN A SUPPORTING ROLE,False,Grace Kelly
1953,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Page
1953,ACTRESS IN A SUPPORTING ROLE,False,Marjorie Rambeau
1953,ACTRESS IN A SUPPORTING ROLE,True,Donna Reed
1953,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter
1954,ACTOR,False,Humphrey Bogart
1954,ACTOR,True,Marlon Brando
1954,ACTOR,False,Bing Crosby
1954,ACTOR,False,James Mason
1954,ACTOR,False,Dan O'Herlihy
1954,ACTOR IN A SUPPORTING ROLE,False,Lee J. Cobb
1954,ACTOR IN A SUPPORTING ROLE,False,Karl Malden
1954,ACTOR IN A SUPPORTING ROLE,True,Edmond O'Brien
1954,ACTOR IN A SUPPORTING ROLE,False,Rod Steiger
1954,ACTOR IN A SUPPORTING ROLE,False,Tom Tully
1954,ACTRESS,False,Dorothy Dandridge
1954,ACTRESS,False,Judy Garland
1954,ACTRESS,False,Audrey Hepburn
1954,ACTRESS,True,Grace Kelly
1954,ACTRESS,False,Jane Wyman
1954,ACTRESS IN A SUPPORTING ROLE,False,Nina Foch
1954,ACTRESS IN A SUPPORTING ROLE,False,Katy Jurado
1954,ACTRESS IN A SUPPORTING ROLE,True,Eva Marie Saint
1954,ACTRESS IN A SUPPORTING ROLE,False,Jan Sterling
1954,ACTRESS IN A SUPPORTING ROLE,False,Claire Trevor
1955,ACTOR,True,Ernest Borgnine
1955,ACTOR,False,James Cagney
1955,ACTOR,False,James Dean
1955,ACTOR,False,Frank Sinatra
1955,ACTOR,False,Spencer Tracy
1955,ACTOR IN A SUPPORTING ROLE,False,Arthur Kennedy
1955,ACTOR IN A SUPPORTING ROLE,True,Jack Lemmon
1955,ACTOR IN A SUPPORTING ROLE,False,Joe Mantell
1955,ACTOR IN A SUPPORTING ROLE,False,Sal Mineo
1955,ACTOR IN A SUPPORTING ROLE,False,Arthur O'Connell
1955,ACTRESS,False,Susan Hayward
1955,ACTRESS,False,Katharine Hepburn
1955,ACTRESS,False,Jennifer Jones
1955,ACTRESS,True,Anna Magnani
1955,ACTRESS,False,Eleanor Parker
1955,ACTRESS IN A SUPPORTING ROLE,False,Betsy Blair
1955,ACTRESS IN A SUPPORTING ROLE,False,Peggy Lee
1955,ACTRESS IN A SUPPORTING ROLE,False,Marisa Pavan
1955,ACTRESS IN A SUPPORTING ROLE,True,Jo Van Fleet
1955,ACTRESS IN A SUPPORTING ROLE,False,Natalie Wood
1956,ACTOR,True,Yul Brynner
1956,ACTOR,False,James Dean
1956,ACTOR,False,Kirk Douglas
1956,ACTOR,False,Rock Hudson
1956,ACTOR,False,Sir Laurence Olivier
1956,ACTOR IN A SUPPORTING ROLE,False,Don Murray
1956,ACTOR IN A SUPPORTING ROLE,False,Anthony Perkins
1956,ACTOR IN A SUPPORTING ROLE,True,Anthony Quinn
1956,ACTOR IN A SUPPORTING ROLE,False,Mickey Rooney
1956,ACTOR IN A SUPPORTING ROLE,False,Robert Stack
1956,ACTRESS,False,Carroll Baker
1956,ACTRESS,True,Ingrid Bergman
1956,ACTRESS,False,Katharine Hepburn
1956,ACTRESS,False,Nancy Kelly
1956,ACTRESS,False,Deborah Kerr
1956,ACTRESS IN A SUPPORTING ROLE,False,Mildred Dunnock
1956,ACTRESS IN A SUPPORTING ROLE,False,Eileen Heckart
1956,ACTRESS IN A SUPPORTING ROLE,False,Mercedes McCambridge
1956,ACTRESS IN A SUPPORTING ROLE,False,Patty McCormack
1956,ACTRESS IN A SUPPORTING ROLE,True,Dorothy Malone
1957,ACTOR,False,Marlon Brando
1957,ACTOR,False,Anthony Franciosa
1957,ACTOR,True,Alec Guinness
1957,ACTOR,False,Charles Laughton
1957,ACTOR,False,Anthony Quinn
1957,ACTOR IN A SUPPORTING ROLE,True,Red Buttons
1957,ACTOR IN A SUPPORTING ROLE,False,Vittorio De Sica
1957,ACTOR IN A SUPPORTING ROLE,False,Sessue Hayakawa
1957,ACTOR IN A SUPPORTING ROLE,False,Arthur Kennedy
1957,ACTOR IN A SUPPORTING ROLE,False,Russ Tamblyn
1957,ACTRESS,False,Deborah Kerr
1957,ACTRESS,False,Anna Magnani
1957,ACTRESS,False,Elizabeth Taylor
1957,ACTRESS,False,Lana Turner
1957,ACTRESS,True,Joanne Woodward
1957,ACTRESS IN A SUPPORTING ROLE,False,Carolyn Jones
1957,ACTRESS IN A SUPPORTING ROLE,False,Elsa Lanchester
1957,ACTRESS IN A SUPPORTING ROLE,False,Hope Lange
1957,ACTRESS IN A SUPPORTING ROLE,True,Miyoshi Umeki
1957,ACTRESS IN A SUPPORTING ROLE,False,Diane Varsi
1958,ACTOR,False,Tony Curtis
1958,ACTOR,False,Paul Newman
1958,ACTOR,True,David Niven
1958,ACTOR,False,Sidney Poitier
1958,ACTOR,False,Spencer Tracy
1958,ACTOR IN A SUPPORTING ROLE,False,Theodore Bikel
1958,ACTOR IN A SUPPORTING ROLE,False,Lee J. Cobb
1958,ACTOR IN A SUPPORTING ROLE,True,Burl Ives
1958,ACTOR IN A SUPPORTING ROLE,False,Arthur Kennedy
1958,ACTOR IN A SUPPORTING ROLE,False,Gig Young
1958,ACTRESS,True,Susan Hayward
1958,ACTRESS,False,Deborah Kerr
1958,ACTRESS,False,Shirley MacLaine
1958,ACTRESS,False,Rosalind Russell
1958,ACTRESS,False,Elizabeth Taylor
1958,ACTRESS IN A SUPPORTING ROLE,False,Peggy Cass
1958,ACTRESS IN A SUPPORTING ROLE,True,Wendy Hiller
1958,ACTRESS IN A SUPPORTING ROLE,False,Martha Hyer
1958,ACTRESS IN A SUPPORTING ROLE,False,Maureen Stapleton
1958,ACTRESS IN A SUPPORTING ROLE,False,Cara Williams
1959,ACTOR,False,Laurence Harvey
1959,ACTOR,True,Charlton Heston
1959,ACTOR,False,Jack Lemmon
1959,ACTOR,False,Paul Muni
1959,ACTOR,False,James Stewart
1959,ACTOR IN A SUPPORTING ROLE,True,Hugh Griffith
1959,ACTOR IN A SUPPORTING ROLE,False,Arthur O'Connell
1959,ACTOR IN A SUPPORTING ROLE,False,George C. Scott
1959,ACTOR IN A SUPPORTING ROLE,False,Robert Vaughn
1959,ACTOR IN A SUPPORTING ROLE,False,Ed Wynn
