year,category,winner,entity
2001,BEST PICTURE,FALSE,In+the+Bedroom
2001,BEST PICTURE,FALSE,The+Lord+of+the+Rings:+The+Fellowship+of+the+Ring
2001,BEST PICTURE,FALSE,Moulin+Rouge
2002,BEST PICTURE,TRUE,Chicago
2002,BEST PICTURE,FALSE,Gangs+of+New+York
2002,BEST PICTURE,FALSE,The+Hours
2002,BEST PICTURE,FALSE,The+Lord+of+the+Rings:+The+Two+Towers
2002,BEST PICTURE,FALSE,The+Pianist
2003,BEST PICTURE,TRUE,The+Lord+of+the+Rings:+The+Return+of+the+King
2003,BEST PICTURE,FALSE,Lost+in+Translation
2003,BEST PICTURE,FALSE,Master+and+Commander:+The+Far+Side+of+the+World
2003,BEST PICTURE,FALSE,Mystic+River
2003,BEST PICTURE,FALSE,Seabiscuit
2004,BEST PICTURE,FALSE,The+Aviator
2004,BEST PICTURE,FALSE,Finding+Neverland
2004,BEST PICTURE,TRUE,Million+Dollar+Baby
2004,BEST PICTURE,FALSE,Ray
2004,BEST PICTURE,FALSE,Sideways
2005,BEST PICTURE,FALSE,Brokeback+Mountain
2005,BEST PICTURE,FALSE,Capote
2005,BEST PICTURE,TRUE,Crash
2005,BEST PICTURE,FALSE,"Good+Night,+and+Good+Luck."
2005,BEST PICTURE,FALSE,Munich
2006,BEST PICTURE,FALSE,Babel
2006,BEST PICTURE,TRUE,The+Departed
2006,BEST PICTURE,FALSE,Letters+from+Iwo+Jima
2006,BEST PICTURE,FALSE,Little+Miss+Sunshine
2006,BEST PICTURE,FALSE,The+Queen
2007,BEST PICTURE,FALSE,Atonement
2007,BEST PICTURE,FALSE,Juno
2007,BEST PICTURE,FALSE,Michael+Clayton
2007,BEST PICTURE,TRUE,No+Country+for+Old+Men
2007,BEST PICTURE,FALSE,There+Will+Be+Blood
2008,BEST PICTURE,FALSE,The+Curious+Case+of+Benjamin+Button
2008,BEST PICTURE,FALSE,Frost/Nixon
2008,BEST PICTURE,FALSE,Milk
2008,BEST PICTURE,FALSE,The+Reader
2008,BEST PICTURE,TRUE,Slumdog+Millionaire
2009,BEST PICTURE,FALSE,Avatar
2009,BEST PICTURE,FALSE,The+Blind+Side
2009,BEST PICTURE,FALSE,District+9
2009,BEST PICTURE,FALSE,An+Education
2009,BEST PICTURE,TRUE,The+Hurt+Locker
2009,BEST PICTURE,FALSE,Inglourious+Basterds
2009,BEST PICTURE,FALSE,Precious:+Based+on+the+Novel+'Push'+by+Sapphire
2009,BEST PICTURE,FALSE,A+Serious+Man
2009,BEST PICTURE,FALSE,Up
2009,BEST PICTURE,FALSE,Up+in+the+Air
2010,BEST PICTURE,FALSE,Black+Swan
2010,BEST PICTURE,FALSE,The+Fighter
2010,BEST PICTURE,FALSE,Inception
2010,BEST PICTURE,FALSE,The+Kids+Are+All+Right
2010,BEST PICTURE,TRUE,The+King's+Speech
2010,BEST PICTURE,FALSE,127+Hours
2010,BEST PICTURE,FALSE,The+Social+Network
2010,BEST PICTURE,FALSE,Toy+Story+3
2010,BEST PICTURE,FALSE,True+Grit
2010,BEST PICTURE,FALSE,Winter's+Bone
2011,BEST PICTURE,TRUE,The+Artist
2011,BEST PICTURE,FALSE,The+Descendants
2011,BEST PICTURE,FALSE,Extremely+Loud+&+Incredibly+Close
2011,BEST PICTURE,FALSE,The+Help
2011,BEST PICTURE,FALSE,Hugo
2011,BEST PICTURE,FALSE,Midnight+in+Paris
2011,BEST PICTURE,FALSE,Moneyball
2011,BEST PICTURE,FALSE,The+Tree+of+Life
2011,BEST PICTURE,FALSE,War+Horse
2012,BEST PICTURE,FALSE,Amour
2012,BEST PICTURE,TRUE,Argo
2012,BEST PICTURE,FALSE,Beasts+of+the+Southern+Wild
2012,BEST PICTURE,FALSE,Django+Unchained
2012,BEST PICTURE,FALSE,Les+Misérables
2012,BEST PICTURE,FALSE,Life+of+Pi
2012,BEST PICTURE,FALSE,Lincoln
2012,BEST PICTURE,FALSE,Silver+Linings+Playbook
2012,BEST PICTURE,FALSE,Zero+Dark+Thirty
2013,BEST PICTURE,FALSE,American+Hustle
2013,BEST PICTURE,FALSE,Captain+Phillips
2013,BEST PICTURE,FALSE,Dallas+Buyers+Club
2013,BEST PICTURE,FALSE,Gravity
2013,BEST PICTURE,FALSE,Her
2013,BEST PICTURE,FALSE,Nebraska
2013,BEST PICTURE,FALSE,Philomena
2013,BEST PICTURE,TRUE,12+Years+a+Slave
2013,BEST PICTURE,FALSE,The+Wolf+of+Wall+Street
2014,BEST PICTURE,FALSE,American+Sniper
2014,BEST PICTURE,TRUE,Birdman+or+(The+Unexpected+Virtue+of+Ignorance)
2014,BEST PICTURE,FALSE,Boyhood
2014,BEST PICTURE,FALSE,The+Grand+Budapest+Hotel
2014,BEST PICTURE,FALSE,The+Imitation+Game
2014,BEST PICTURE,FALSE,Selma
2014,BEST PICTURE,FALSE,The+Theory+of+Everything
2014,BEST PICTURE,FALSE,Whiplash
2015,BEST PICTURE,FALSE,The+Big+Short
2015,BEST PICTURE,FALSE,Bridge+of+Spies
2015,BEST PICTURE,FALSE,Brooklyn
2015,BEST PICTURE,FALSE,Mad+Max:+Fury+Road
2015,BEST PICTURE,FALSE,The+Martian
2015,BEST PICTURE,FALSE,The+Revenant
2015,BEST PICTURE,FALSE,Room
2015,BEST PICTURE,TRUE,Spotlight
2016,BEST PICTURE,FALSE,Arrival
2016,BEST PICTURE,FALSE,Fences
2016,BEST PICTURE,FALSE,Hacksaw+Ridge
2016,BEST PICTURE,FALSE,Hell+or+High+Water
2016,BEST PICTURE,FALSE,Hidden+Figures
2016,BEST PICTURE,FALSE,La+La+Land
2016,BEST PICTURE,FALSE,Lion
2016,BEST PICTURE,FALSE,Manchester+by+the+Sea
2016,BEST PICTURE,TRUE,Moonlight
2017,BEST PICTURE,FALSE,Call+Me+by+Your+Name
2017,BEST PICTURE,FALSE,Darkest+Hour
2017,BEST PICTURE,FALSE,Dunkirk
2017,BEST PICTURE,FALSE,Get+Out
2017,BEST PICTURE,FALSE,Lady+Bird
2017,BEST PICTURE,FALSE,Phantom+Thread
2017,BEST PICTURE,FALSE,The+Post
2017,BEST PICTURE,TRUE,The+Shape+of+Water
2017,BEST PICTURE,FALSE,"Three+Billboards+Outside+Ebbing,+Missouri"
